LR,RF,ADA,GB,QDA,LDA,LinearSVM,RBFSVM,Subject,feature_size
0.6,0.8,0.8,0.8,0.8,0.6,0.6,0.4,../data\NF105,"(48, 12)"
0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,../data\NF105,"(48, 12)"
0.75,0.75,0.75,1.0,0.75,0.5,0.75,0.5,../data\NF105,"(48, 12)"
0.8,0.6,0.6,0.7,0.8,0.6,0.7,0.3,../data\NF106,"(96, 12)"
0.7,0.7,0.6,0.7,0.6,0.7,0.9,0.3,../data\NF106,"(96, 12)"
0.9,1.0,0.7,0.8,0.9,0.8,0.9,0.4,../data\NF106,"(96, 12)"
0.8,0.7,0.6,0.5,0.8,0.7,0.8,0.2,../data\NF106,"(96, 12)"
0.6,0.7,0.9,0.7,0.7,0.6,0.8,0.1,../data\NF106,"(96, 12)"
0.5,0.6,0.7,0.7,0.4,0.4,0.9,0.4,../data\NF106,"(96, 12)"
0.6666666666666666,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.4444444444444444,../data\NF106,"(96, 12)"
0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,../data\NF106,"(96, 12)"
0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.4444444444444444,../data\NF106,"(96, 12)"
0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.4444444444444444,0.4444444444444444,../data\NF106,"(96, 12)"
0.3,0.5,0.5,0.5,0.7,0.3,0.4,0.3,../data\NF107,"(96, 12)"
0.3,0.4,0.5,0.5,0.5,0.4,0.3,0.3,../data\NF107,"(96, 12)"
0.6,0.7,0.5,0.5,0.5,0.6,0.4,0.4,../data\NF107,"(96, 12)"
0.3,0.6,0.5,0.6,0.4,0.3,0.8,0.2,../data\NF107,"(96, 12)"
0.4,0.3,0.7,0.4,0.8,0.4,0.1,0.1,../data\NF107,"(96, 12)"
0.5,0.5,0.6,0.5,0.7,0.6,0.6,0.4,../data\NF107,"(96, 12)"
0.3333333333333333,0.5555555555555556,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,../data\NF107,"(96, 12)"
0.4444444444444444,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.6666666666666666,0.3333333333333333,../data\NF107,"(96, 12)"
0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,../data\NF107,"(96, 12)"
0.4444444444444444,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.4444444444444444,../data\NF107,"(96, 12)"
0.9,0.6,0.7,0.3,0.5,0.7,0.7,0.3,../data\NF108,"(96, 12)"
0.2,0.6,0.7,0.5,0.6,0.5,0.7,0.3,../data\NF108,"(96, 12)"
0.5,0.5,0.3,0.4,0.3,0.5,0.4,0.4,../data\NF108,"(96, 12)"
0.6,0.7,0.5,0.3,0.6,0.6,0.5,0.2,../data\NF108,"(96, 12)"
0.5,0.4,0.6,0.5,0.4,0.5,0.2,0.1,../data\NF108,"(96, 12)"
0.6,0.3,0.3,0.4,0.7,0.5,0.4,0.4,../data\NF108,"(96, 12)"
0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.5555555555555556,0.4444444444444444,0.4444444444444444,../data\NF108,"(96, 12)"
0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333,../data\NF108,"(96, 12)"
0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.4444444444444444,../data\NF108,"(96, 12)"
0.4444444444444444,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.4444444444444444,../data\NF108,"(96, 12)"
0.5,0.4,0.9,0.6,0.8,0.6,0.3,0.3,../data\NF109,"(96, 12)"
0.5,0.6,0.5,0.6,0.4,0.5,0.7,0.3,../data\NF109,"(96, 12)"
0.6,0.9,1.0,0.9,0.6,0.7,0.6,0.4,../data\NF109,"(96, 12)"
0.7,0.7,0.8,0.6,0.8,0.7,0.8,0.2,../data\NF109,"(96, 12)"
0.3,0.6,0.4,0.5,0.4,0.3,0.7,0.1,../data\NF109,"(96, 12)"
0.5,0.7,0.9,0.5,0.7,0.6,0.5,0.4,../data\NF109,"(96, 12)"
0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.4444444444444444,../data\NF109,"(96, 12)"
0.4444444444444444,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.3333333333333333,../data\NF109,"(96, 12)"
0.6666666666666666,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,../data\NF109,"(96, 12)"
0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.4444444444444444,../data\NF109,"(96, 12)"
0.6,0.4,0.7,0.8,0.9,0.5,0.3,0.3,../data\NF110,"(96, 12)"
0.6,0.5,0.6,0.7,0.5,0.6,0.4,0.3,../data\NF110,"(96, 12)"
0.7,0.7,0.5,0.6,0.7,0.7,0.6,0.4,../data\NF110,"(96, 12)"
0.9,0.4,0.8,0.5,0.7,0.8,0.4,0.2,../data\NF110,"(96, 12)"
0.5,0.7,0.5,0.6,0.6,0.5,0.1,0.1,../data\NF110,"(96, 12)"
0.7,0.5,0.9,0.9,0.4,0.6,0.4,0.4,../data\NF110,"(96, 12)"
0.5555555555555556,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.4444444444444444,../data\NF110,"(96, 12)"
0.6666666666666666,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.3333333333333333,../data\NF110,"(96, 12)"
0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444,../data\NF110,"(96, 12)"
0.4444444444444444,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.4444444444444444,../data\NF110,"(96, 12)"
